gid,name,state_name,fips,a_sqkm,mms_refineries_kg,mms_metals_kg,mms_ammonia_kg,mms_biofuels_kg,mms_synfuels_kg,mms_ngas_kg,mms_ld_fcev_kg,mms_mhd_fcev_kg,mms_season_enrgy_strg_kg,tot_kg,solar_metric_tons,wind_metric_tons,solar_kg,wind_kg,total_resource_kg,total_resource_minus_total_demand_kg
"744",Union,Indiana,"18161",427.624805149281,0,0,0,0,0,5037540.84952372,743152.629538409,283105.764051587,1394958.07336415,7458757.31647787,324905.02587,4025.372348,324905025.87,4025372.348,328930398.218,321471640.901522
"408",Echols,Georgia,"13101",1091.3645683087,0,0,0,0,0,1521722.81609144,377759.606046949,143908.42156365,2828202.00580122,4871592.84950326,639838.787174,0,639838787.174,0,639838787.174,634967194.324497
"409",Effingham,Georgia,"13103",1248.02173773726,0,0,0,0,0,1521722.81609144,4141457.76870344,1577698.19993024,3234169.11676178,10475047.9014869,563210.634348,0,563210634.348,0,563210634.348,552735586.446513
"460",Monroe,Georgia,"13207",1031.38981794114,0,0,0,0,0,1521722.81609144,2109691.78322488,803692.109081564,2672781.24704429,7107887.95544217,535820.486739,0,535820486.739,0,535820486.739,528712598.783558
"410",Elbert,Georgia,"13105",969.593897470094,0,0,0,0,0,1521722.81609144,1854193.22899563,706359.326374364,2512641.04156064,6594916.41302207,503802.019783,0,503802019.783,0,503802019.783,497207103.369978
"424",Greene,Georgia,"13133",1052.76925297402,0,0,0,0,0,1521722.81609144,1685972.81479919,642275.358966836,2728184.69589969,6578155.68575716,422841.057826,0,422841057.826,0,422841057.826,416262902.140243
"411",Emanuel,Georgia,"13107",1790.38118003314,0,0,0,0,0,1521722.81609144,3084976.9355971,1175229.31053371,4639659.18589932,10421588.2481216,1250845.42739,0,1250845427.39,0,1250845427.39,1240423839.14188
"413",Fannin,Georgia,"13111",1011.28936985864,0,0,0,0,0,1521722.81609144,2564228.98282022,976849.137754445,2620692.21168876,7683493.14835487,1512.86005435,348.019565,1512860.05435,348019.565,1860879.61935,-5822613.52900487
"414",Fayette,Georgia,"13113",513.461366300288,0,0,0,0,0,1521722.81609144,10757265.023699,4098005.72936317,1330602.53946338,17707596.1086169,188042.463543,0,188042463.543,0,188042463.543,170334867.434383
"415",Floyd,Georgia,"13115",1343.84727461807,0,0,0,0,0,1521722.81609144,8655714.78260663,3297415.16014621,3482494.91318495,16957347.6720292,411244.590711,0,411244590.711,0,411244590.711,394287243.038971
"416",Forsyth,Georgia,"13117",641.553886716442,0,0,0,0,0,1521722.81609144,10945819.8212685,4169836.12854333,1662546.17561287,18299924.9415162,40546.0733804,0,40546073.3804,0,40546073.3804,22246148.4388838
"417",Franklin,Georgia,"13119",690.402865862317,0,0,0,0,0,1521722.81609144,2013352.3274456,766991.363968617,1789135.2044429,6091201.71194856,258425.604565,0,258425604.565,0,258425604.565,252334402.853051
"425",Gwinnett,Georgia,"13135",1130.00885359959,0,0,0,0,0,1521722.81609144,46176131.8932582,17590907.4138748,2928346.21823596,68217108.3414604,51077.4363174,0,51077436.3174,0,51077436.3174,-17139672.0240604
"418",Fulton,Georgia,"13121",1384.57459602,0,0,0,0,0,1521722.81609144,54326892.140509,20695958.9412205,3588037.18148339,80132611.0793044,87535.3245804,0,87535324.5804,0,87535324.5804,7402713.50109562
"419",Gilmer,Georgia,"13123",1121.01445947643,0,0,0,0,0,1521722.81609144,3292785.17856849,1254394.35559206,2905037.81677347,8973940.16702546,1591.44633152,500.824435,1591446.33152,500824.435,2092270.76652,-6881669.40050546
"428",Hancock,Georgia,"13141",1239.40657984107,0,0,0,0,0,1521722.81609144,774853.407068842,295182.250747674,3211843.48190995,5803601.95581791,776207.614661,0,776207614.661,0,776207614.661,770404012.705182
"421",Glynn,Georgia,"13127",1047.53775364662,0,0,0,0,0,1521722.81609144,8698008.54924045,3313527.07126859,2714627.59745549,16247886.034056,313010.728272,0,313010728.272,0,313010728.272,296762842.237944
"422",Gordon,Georgia,"13129",926.775929121294,0,0,0,0,0,1521722.81609144,4524065.7545402,1723453.6233213,2401680.99440053,10170923.1883535,315337.166607,0,315337166.607,0,315337166.607,305166243.418647
"423",Grady,Georgia,"13131",1191.38872253699,0,0,0,0,0,1521722.81609144,2770666.04643533,1055491.82877153,3087408.25257853,8435288.94387682,742639.37587,0,742639375.87,0,742639375.87,734204086.926123
"426",Habersham,Georgia,"13137",719.904719156038,0,0,0,0,0,1521722.81609144,5134346.812917,1955941.64590327,1865587.38466115,10477598.6595729,37367.9114328,0,37367911.4328,0,37367911.4328,26890312.7732271
"427",Hall,Georgia,"13139",1110.99187978928,0,137931034.468829,0,34515227.9076107,0,1521722.81609144,15844981.2994308,6036183.36107446,2879064.93768465,198728214.790721,81493.5431587,0,81493543.1587,0,81493543.1587,-117234671.632021
"430",Harris,Georgia,"13145",1223.7281276084,0,0,0,0,0,1521722.81609144,2476442.05874136,943406.499960752,3171213.76811869,8112785.14291225,605937.422157,0,605937422.157,0,605937422.157,597824637.014088
"431",Hart,Georgia,"13147",666.279125474932,0,0,0,0,0,1521722.81609144,1929907.06414529,735202.692188239,1726620.06245257,5913452.63487754,392679.468696,0,392679468.696,0,392679468.696,386766016.061122
"432",Heard,Georgia,"13149",777.491368798623,0,0,0,0,0,1521722.81609144,1113431.42662722,424164.353626977,2014819.53197095,5074138.12831658,248979.685652,0,248979685.652,0,248979685.652,243905547.523683
"433",Henry,Georgia,"13151",844.106795976608,0,0,0,0,0,1521722.81609144,12783976.8497894,4870086.42615638,2187449.18317362,21363235.2752108,325639.799913,0,325639799.913,0,325639799.913,304276564.637789
"434",Houston,Georgia,"13153",983.252198722457,0,137931034.468829,0,17257615.0463053,0,1521722.81609144,8877222.90729679,3381799.20777179,2548035.66231293,171517430.108607,563459.798152,0,563459798.152,0,563459798.152,391942368.043393
"480",Rockdale,Georgia,"13247",339.867739542129,0,0,0,0,0,1521722.81609144,6784543.75525918,2584588.10105684,880745.674353148,11771600.3467606,56722.7412826,0,56722741.2826,0,56722741.2826,44951140.9358394
"566",Brown,Illinois,"17009",795.902646739453,0,0,0,0,0,4543664.29564709,638245.013765039,243140.95798369,438997.245942259,5864047.51333808,543906.444783,25043.32604,543906444.783,25043326.04,568949770.823,563085723.309662
"461",Montgomery,Georgia,"13209",640.105264190761,0,0,0,0,0,1521722.81609144,997082.54223619,379840.969031633,1658792.16228703,4557438.48964629,413586.998696,0,413586998.696,0,413586998.696,409029560.206354
"435",Irwin,Georgia,"13155",938.62349494362,0,0,0,0,0,1521722.81609144,1293244.41649113,492664.540342919,2432383.20921999,5740014.98214548,726951.021304,0,726951021.304,0,726951021.304,721211006.321855
"436",Jackson,Georgia,"13157",888.19914529197,0,0,0,0,0,1521722.81609144,5992152.49330033,2282724.76272216,2301711.70771887,12098311.7798328,265847.090109,0,265847090.109,0,265847090.109,253748778.329167
"437",Jasper,Georgia,"13159",966.322418778165,0,0,0,0,0,1521722.81609144,1427126.39937917,543667.20056603,2504163.21218343,5996679.62822007,514542.91087,0,514542910.87,0,514542910.87,508546231.24178
"438",Jeff Davis,Georgia,"13161",868.039144383192,0,0,0,0,0,1521722.81609144,1342529.13308432,511439.670501371,2249468.34499406,5625159.96467119,643946.389783,0,643946389.783,0,643946389.783,638321229.818329
"439",Jefferson,Georgia,"13163",1371.39187532296,0,0,0,0,0,1521722.81609144,2230346.61330029,849655.853940048,3553874.99755336,8155600.28088514,946306.047826,0,946306047.826,0,946306047.826,938150447.545115
"440",Jenkins,Georgia,"13165",911.058151236739,0,0,0,0,0,1521722.81609144,1080582.4702824,411650.465477146,2360949.37067856,5374905.12252955,554503.900217,0,554503900.217,0,554503900.217,549128995.094471
"567",Bureau,Illinois,"17011",2261.6854242387,0,0,0,0,0,4543664.29564709,2914625.98023101,1110333.70839369,1247481.30502645,9816105.28929824,1956504.77608,478193.1272,1956504776.08,478193127.2,2434697903.28,2424881797.9907
"495",Tift,Georgia,"13277",697.596527669204,0,0,0,0,0,1521722.81609144,4014504.188147,1529334.93107544,1807777.12240696,8873339.05772084,514728.860913,0,514728860.913,0,514728860.913,505855521.855279
"462",Morgan,Georgia,"13211",917.109573654353,0,0,0,0,0,1521722.81609144,2057008.49178603,783622.2837419,2376631.24776751,6738984.83938688,580889.562826,0,580889562.826,0,580889562.826,574150577.986613
"441",Johnson,Georgia,"13167",792.045337424657,0,0,0,0,0,1521722.81609144,750474.820715757,285895.170218504,2052535.21787076,4610628.02489646,644322.865367,0,644322865.367,0,644322865.367,639712237.342103
"442",Jones,Georgia,"13169",1025.91422866326,0,0,0,0,0,1521722.81609144,3258209.69353964,1241222.74222829,2658591.6049867,8679746.85684607,413195.1447,0,413195144.7,0,413195144.7,404515397.843154
"443",Lamar,Georgia,"13171",481.498873810061,0,0,0,0,0,1521722.81609144,1644267.49341593,626387.617464045,1247773.76895331,5040151.69592472,325281.991943,0,325281991.943,0,325281991.943,320241840.247075
"444",Lanier,Georgia,"13173",517.268940011214,0,0,0,0,0,1521722.81609144,861550.645561088,328209.770222045,1340469.62505437,4051952.85692894,328950.571087,0,328950571.087,0,328950571.087,324898618.230071
"445",Laurens,Georgia,"13175",2122.64441512421,0,0,0,0,0,1521722.81609144,5394266.38044883,2054958.6241568,5500698.26965375,14471646.0903508,1595445.77508,0,1595445775.08,0,1595445775.08,1580974128.98965
"516",Wilkinson,Georgia,"13319",1172.49868441112,0,0,0,0,0,1521722.81609144,1482956.83257929,564935.937054614,3038455.91779636,6608071.5035217,449029.661957,0,449029661.957,0,449029661.957,442421590.453478
"446",Lee,Georgia,"13177",935.51907839738,0,0,0,0,0,1521722.81609144,2786191.1594463,1061406.15754634,2424338.31078928,7793658.44387337,724488.842148,0,724488842.148,0,724488842.148,716695183.704127
"496",Toombs,Georgia,"13279",953.557538629637,0,0,0,0,0,1521722.81609144,3148111.20858006,1199280.46218177,2471083.83551297,8340198.32236625,645255.421304,0,645255421.304,0,645255421.304,636915222.981634
"447",Liberty,Georgia,"13179",1335.24678616107,0,0,0,0,0,1521722.81609144,5698802.89869349,2170972.5360403,3460207.29325364,12851705.5440789,233862.87165,0,233862871.65,0,233862871.65,221011166.105921
"448",Lincoln,Georgia,"13181",669.893215772591,0,0,0,0,0,1521722.81609144,752568.99139906,286692.949527607,1735985.74805919,4296970.5050773,358955.743261,0,358955743.261,0,358955743.261,354658772.755923
"449",Long,Georgia,"13183",1044.35272872247,0,0,0,0,0,1521722.81609144,1324945.45893967,504741.127960189,2706373.80752994,6057783.21052124,452497.035652,0,452497035.652,0,452497035.652,446439252.441479
"450",Lowndes,Georgia,"13185",1322.9979509218,0,0,0,17257615.0463053,0,1521722.81609144,9481697.87996848,3612075.38817712,3428465.21421024,35301576.3447526,765821.347959,0,765821347.959,0,765821347.959,730519771.614247
"451",Lumpkin,Georgia,"13187",734.743082291879,0,0,0,0,0,1521722.81609144,2440834.94933244,929841.886832569,1904040.06088156,6796439.71313801,16565.9089478,199.908913,16565908.9478,199908.913,16765817.8608,9969378.14766199
"452",McDuffie,Georgia,"13189",686.976586298947,0,0,0,0,0,1521722.81609144,1989874.41192029,758047.39613625,1780256.21843314,6049900.84258112,410150.99563,0,410150995.63,0,410150995.63,404101094.787419
"453",McIntosh,Georgia,"13191",1111.44785363857,0,0,0,0,0,1521722.81609144,938945.603592848,357693.563801477,2880246.56497272,5698608.54845848,364022.004274,0,364022004.274,0,364022004.274,358323395.725542
"454",Macon,Georgia,"13193",1053.06553411602,0,0,0,0,0,1521722.81609144,1409549.9114548,536971.395632577,2728952.48967313,6197196.61285195,780865.007126,0,780865007.126,0,780865007.126,774667810.513148
"455",Madison,Georgia,"13195",737.780967428818,0,0,0,0,0,1521722.81609144,2781592.35356534,1059654.23149387,1911912.54738806,7274881.94853871,379752.682561,0,379752682.561,0,379752682.561,372477800.612461
"498",Treutlen,Georgia,"13283",523.648228605071,0,0,0,0,0,1521722.81609144,611549.770452085,232971.341468505,1357001.14652817,3723245.0745402,353012.935435,0,353012935.435,0,353012935.435,349289690.36046
"456",Marion,Georgia,"13197",949.548866157846,0,0,0,0,0,1521722.81609144,719876.299585118,274238.590722959,2460695.61524769,4976533.32164721,476452.742826,0,476452742.826,0,476452742.826,471476209.504353
"457",Meriwether,Georgia,"13199",1310.10677333489,0,0,0,0,0,1521722.81609144,2277249.55254974,867523.640347166,3395058.54574478,8061554.55473312,777118.900217,0,777118900.217,0,777118900.217,769057345.662267
"459",Mitchell,Georgia,"13205",1333.94141589941,0,0,0,0,52083333.35,1521722.81609144,2310612.05272756,880233.164243192,3456824.50907726,60252725.8921394,1130773.66571,0,1130773665.71,0,1130773665.71,1070520939.81786
"463",Murray,Georgia,"13213",895.318011997532,0,0,0,0,0,1521722.81609144,2923362.79613467,1113662.01921905,2320159.79892537,7878907.43037053,280847.541224,399.655957,280847541.224,399655.957,281247197.181,273368289.750629
"464",Muscogee,Georgia,"13215",572.411694540624,0,137931034.468829,0,17257615.0463053,0,1521722.81609144,11170189.9930937,4255310.47984098,1483368.57330149,173619241.377462,59850.7410304,0,59850741.0304,0,59850741.0304,-113768500.347062
"465",Newton,Georgia,"13217",722.420066809733,0,0,0,0,0,1521722.81609144,6350067.03942594,2419073.16144747,1872105.74844723,12162968.7654121,332226.369239,0,332226369.239,0,332226369.239,320063400.473588
"614",Livingston,Illinois,"17105",2709.59949769998,0,0,0,0,0,4543664.29564709,3673738.92390248,1399519.592124,7019892.36350569,16636815.1751793,2597299.50146,635735.757,2597299501.46,635735757,3233035258.46,3216398443.28482
"466",Oconee,Georgia,"13219",481.863784722053,0,0,0,0,0,1521722.81609144,4761455.01969601,1813887.62922844,1248719.41241948,9345784.87743538,252836.965991,0,252836965.991,0,252836965.991,243491181.113565
"467",Oglethorpe,Georgia,"13221",1144.14250789478,0,0,0,0,0,1521722.81609144,1310961.39164592,499413.864221371,2964972.68622632,6297070.75818505,685694.607341,0,685694607.341,0,685694607.341,679397536.582815
"470",Pickens,Georgia,"13227",602.267684494127,0,0,0,0,0,1521722.81609144,3439050.24186046,1310114.37978553,1560738.4761952,7831625.91393263,23793.9852391,2982.932348,23793985.2391,2982932.348,26776917.5871,18945291.6731674
"607",Kankakee,Illinois,"17091",1765.10883363631,0,0,0,121691195.367918,0,4543664.29564709,8488499.37915653,3233714.05397595,4572954.05926883,142530027.155966,1540138.9562,323744.4722,1540138956.2,323744472.2,1863883428.4,1721353401.24403
"481",Schley,Georgia,"13249",436.099528548115,0,0,0,0,0,1521722.81609144,454833.453425625,173269.887275059,1130124.24737238,3279950.4041645,299117.146522,0,299117146.522,0,299117146.522,295837196.117836
"471",Pierce,Georgia,"13229",890.053446353279,0,0,0,0,0,1521722.81609144,1763423.50066354,671780.38219681,2306517.01121986,6263443.71017165,582399.699348,0,582399699.348,0,582399699.348,576136255.637828
"472",Pike,Georgia,"13231",567.597126374812,0,0,0,0,0,1521722.81609144,1917834.8464055,730603.752090103,1470891.92549835,5641053.34008539,370672.439852,0,370672439.852,0,370672439.852,365031386.511915
"473",Polk,Georgia,"13233",808.009911840685,0,0,0,0,0,1521722.81609144,3790750.21791868,1444095.32324358,2093906.39913895,8850474.75639265,231605.757609,0,231605757.609,0,231605757.609,222755282.852607
"475",Putnam,Georgia,"13237",934.886293063626,0,0,0,0,0,1521722.81609144,2620795.85663916,998398.423050612,2422698.4877621,7563615.58354331,344687.997174,0,344687997.174,0,344687997.174,337124381.590457
"477",Rabun,Georgia,"13241",977.145441064893,0,0,0,0,0,1521722.81609144,2067385.04072536,787575.254772243,2532210.38746198,6908893.49905102,0,248.469783,0,248469.783,248469.783,-6660423.71605102
"545",Kootenai,Idaho,"16055",3407.5689057089,0,0,0,0,0,3160105.56204103,12151495.4846598,4629141.1438466,1548959.14568268,21489701.3362302,420978.652391,13220.85861,420978652.391,13220858.61,434199511.001,412709809.66477
"479",Richmond,Georgia,"13245",854.017939215038,0,0,115880735.884965,17257615.0463053,145833333.38,1521722.81609144,16786312.376336,6394785.67661532,2213133.28177886,305887638.462092,166781.072902,0,166781072.902,0,166781072.902,-139106565.560092
"610",Lake,Illinois,"17097",1209.02662472155,0,0,0,0,0,4543664.29564709,58394108.9733406,22245374.8798245,3132284.59680561,88315432.7456178,166344.751543,2039.556522,166344751.543,2039556.522,168384308.065,80068875.3193822
"482",Screven,Georgia,"13251",1702.25047966104,0,0,0,0,0,1521722.81609144,1689351.86519548,643562.616262562,4411274.06986855,8265911.36741803,1040186.32543,0,1040186325.43,0,1040186325.43,1031920414.06258
"483",Seminole,Georgia,"13253",665.265496434322,0,0,0,0,0,1521722.81609144,950597.329973562,362132.316714968,1723993.30713264,4558445.76991261,564713.9939,0,564713993.9,0,564713993.9,560155548.130087
