gid,name,state_name,fips,a_sqkm,mms_refineries_kg,mms_metals_kg,mms_ammonia_kg,mms_biofuels_kg,mms_synfuels_kg,mms_ngas_kg,mms_ld_fcev_kg,mms_mhd_fcev_kg,mms_season_enrgy_strg_kg,tot_kg,solar_metric_tons,wind_metric_tons,solar_kg,wind_kg,total_resource_kg,total_resource_minus_total_demand_kg
"1229",Huron,Michigan,"26063",2105.76685733736,0,0,0,0,0,5583780.21873328,3523243.80568471,1342188.11843259,1864372.26593798,12313584.4087886,1719197.40696,520198.4411,1719197406.96,520198441.1,2239395848.06,2227082263.65121
"1233",Iron,Michigan,"26071",3137.19445934761,0,0,0,0,0,5583780.21873328,1546022.88986851,588961.101771688,1696174.21215275,9414938.42252623,782112.009348,0,782112009.348,0,782112009.348,772697070.925474
"1234",Isabella,Michigan,"26073",1496.84970768911,0,0,0,0,0,5583780.21873328,5957967.80318903,2269702.02361292,1325258.3359687,15136708.3815039,1027234.52394,2959.94687,1027234523.94,2959946.87,1030194470.81,1015057762.4285
"1235",Jackson,Michigan,"26075",1874.50728801463,0,0,0,0,0,5583780.21873328,12153279.9317131,4629820.93320121,1659623.13819113,24026504.2218387,906892.890674,12046.65678,906892890.674,12046656.78,918939547.454,894913043.232161
"1236",Kalamazoo,Michigan,"26077",1502.26626087478,0,0,0,0,0,5583780.21873328,20878316.8740281,7953644.5351801,7232176.19792421,41647917.8258657,694389.798739,3423.217565,694389798.739,3423217.565,697813016.304,656165098.478134
"1239",Keweenaw,Michigan,"26083",1271.08222301084,0,0,0,0,0,5583780.21873328,478554.866938055,182306.616245514,0,6244641.70191685,229829.144783,36878.74304,229829144.783,36878743.04,266707887.823,260463246.121083
"1241",Lapeer,Michigan,"26087",1718.01153756054,0,0,0,0,0,5583780.21873328,8520365.73989811,3245853.61999066,1521067.27866322,18871066.8572853,1095576.59959,66642.34748,1095576599.59,66642347.48,1162218947.07,1143347880.21271
"1242",Leelanau,Michigan,"26089",884.772086936737,0,0,0,0,0,5583780.21873328,2772527.01430996,1056200.76891529,783346.235511888,10195854.2374704,133276.712978,62612.60465,133276712.978,62612604.65,195889317.628,185693463.39053
"1289",Carlton,Minnesota,"27017",2266.94375051934,0,0,0,0,0,1682944.25701916,3120134.24366231,1188622.5707688,1668669.63808501,7660370.70953529,705063.766274,0,705063766.274,0,705063766.274,697403395.564465
"1246",Mackinac,Michigan,"26097",2515.11105991422,0,0,0,0,0,5583780.21873328,2645223.36365707,1007704.14002355,2226791.29435397,11463499.0167679,663838.140217,7364.417739,663838140.217,7364417.739,671202557.956,659739058.939232
"2641",Lubbock,Texas,"48303",2332.57180774171,0,0,0,0,0,3878046.36698033,19903974.2145749,7582466.37865,791026.037395964,32155512.9976012,2586283.738,465090.4333,2586283738,465090433.3,3051374171.3,3019218658.3024
"1263",Ontonagon,Michigan,"26131",3438.74699958009,0,0,0,0,0,5583780.21873328,1314345.97121349,500703.227868066,1859213.40177884,9258042.81959368,937036.711522,7976.932174,937036711.522,7976932.174,945013643.696,935755600.876406
"1249",Marquette,Michigan,"26103",4843.80187410765,0,0,0,0,0,5583780.21873328,7243351.61728985,2759372.04875511,2618878.72559455,18205382.6103728,1406448.81133,34022.55457,1406448811.33,34022554.57,1440471365.9,1422265983.28963
"1250",Mason,Michigan,"26105",1320.28643930325,0,0,0,0,0,5583780.21873328,3242342.62868243,1235178.14608329,1168935.39850059,11230236.3919996,371110.750593,47555.4977,371110750.593,47555497.7,418666248.293,407436011.901
"1252",Menominee,Michigan,"26109",2678.61622339459,0,0,0,0,0,5583780.21873328,3513344.55178663,1338416.9740849,1448236.57610332,11883778.3207081,646087.434783,1838.838261,646087434.783,1838838.261,647926273.044,636042494.723292
"1253",Midland,Michigan,"26111",1367.82409965383,0,0,0,45320256.0977754,0,5583780.21873328,8481739.63692309,3231138.91407369,1211023.57898286,63827938.4464883,805440.735113,3267.175304,805440735.113,3267175.304,808707910.417,744879971.970512
"1254",Missaukee,Michigan,"26113",1486.01349937479,0,0,0,0,0,5583780.21873328,1961209.43669331,747127.40555747,1315664.33643416,9607781.39741822,781699.073478,6074.964783,781699073.478,6074964.783,787774038.261,778166256.863582
"1255",Monroe,Michigan,"26115",1424.05856000049,0,0,0,0,0,5583780.21873328,11292187.064785,4301785.55483963,1260811.60176183,22438564.4401197,986825.421261,53741.99061,986825421.261,53741990.61,1040567411.871,1018128847.43088
"1256",Montcalm,Michigan,"26117",1867.59046951106,0,0,0,0,0,5583780.21873328,6225177.04898962,2371496.02216341,1653499.22920203,15833952.5190883,1178624.12587,5433.313826,1178624125.87,5433313.826,1184057439.696,1168223487.17691
"1281",Aitkin,Minnesota,"27001",5168.22783104625,0,0,0,0,0,1682944.25701916,3016539.92457897,1149158.06820261,3804269.45414817,9652911.70394891,1067281.1587,14048.33583,1067281158.7,14048335.83,1081329494.53,1071676582.82605
"1268",Presque Isle,Michigan,"26141",1761.8726006135,0,0,0,0,0,5583780.21873328,1741774.87998937,663533.288594476,1559900.32859254,9548988.71590967,666980.096522,18762.3013,666980096.522,18762301.3,685742397.822,676193409.10609
"1269",Roscommon,Michigan,"26143",1501.99866634288,0,0,0,0,0,5583780.21873328,2904628.05326773,1106524.97430682,1329817.04372835,10924750.2900362,551216.650737,738.610826,551216650.737,738610.826,551955261.563,541030511.272964
"1270",Saginaw,Michigan,"26145",2114.28107174081,0,0,0,0,0,5583780.21873328,19371230.8008103,7379516.50644009,1871910.45334212,34206437.9793258,1448878.31543,43517.49952,1448878315.43,43517499.52,1492395814.95,1458189376.97067
"1271",St. Clair,Michigan,"26147",1818.74742966291,0,0,0,0,20833333.34,5583780.21873328,13609758.0031546,5184669.72314085,1610255.31140567,46821796.5964344,1228591.24153,18747.24743,1228591241.53,18747247.43,1247338488.96,1200516692.36357
"1272",St. Joseph,Michigan,"26149",1350.14737393098,0,0,0,0,0,5583780.21873328,6162843.76499935,2347750.00917968,6499848.89878813,20594222.8917004,876974.201239,228.559826,876974201.239,228559.826,877202761.065,856608538.1733
"1274",Schoolcraft,Michigan,"26153",3135.16560539226,0,0,0,0,0,5583780.21873328,2109341.8585807,803558.804455014,2775765.88474132,11272446.7665103,594913.916952,6343.344522,594913916.952,6343344.522,601257261.474,589984814.70749
"1275",Shiawassee,Michigan,"26155",1399.75176962491,0,0,0,0,0,5583780.21873328,5990108.53835649,2281946.1132186,1239291.22038993,15095126.0906983,1030007.91724,124037.0867,1030007917.24,124037086.7,1154045003.94,1138949877.8493
"1276",Tuscola,Michigan,"26157",2106.89867184595,0,0,0,0,31250000.01,5583780.21873328,6016351.63122511,2291943.48194521,1865374.33488623,47007449.6767898,1638568.23805,250735.3091,1638568238.05,250735309.1,1889303547.15,1842296097.47321
"1277",Van Buren,Michigan,"26159",1614.98517246375,0,0,0,0,0,5583780.21873328,6686667.35500737,2547301.85328683,7774825.02834855,22592574.455376,948906.170622,31726.11104,948906170.622,31726111.04,980632281.662,958039707.206624
"1282",Anoka,Minnesota,"27003",1156.69796414809,0,0,0,0,0,1682944.25701916,19376664.0897773,7381586.33081151,851431.259715413,29292625.9373233,391304.818391,2804.875826,391304818.391,2804875.826,394109694.217,364817068.279677
"1283",Becker,Minnesota,"27005",3742.54045101218,0,0,0,0,0,1682944.25701916,3023594.56993905,1151845.55215327,119888.182166232,5978272.56127771,2205444.87174,323750.4613,2205444871.74,323750461.3,2529195333.04,2523217060.47872
"1284",Beltrami,Minnesota,"27007",7914.56198335614,0,0,0,0,0,1682944.25701916,4935941.88800729,1880358.81725467,253534.320135381,8752779.2824165,1419490.55732,108315.8289,1419490557.32,108315828.9,1527806386.22,1519053606.93758
"1285",Benton,Minnesota,"27009",1069.95403418586,0,0,0,0,0,1682944.25701916,3084129.75570839,1174906.57533754,787580.111144575,6729560.69920967,868720.807826,198664.9454,868720807.826,198664945.4,1067385753.226,1060656192.52679
"1286",Big Stone,Minnesota,"27011",1367.04476400941,0,0,0,0,0,1682944.25701916,471888.217531364,179766.940277312,1006264.97286622,3340864.38769406,1018481.38043,354060.6993,1018481380.43,354060699.3,1372542079.73,1369201215.34231
"1287",Blue Earth,Minnesota,"27013",1980.42532021269,0,0,0,51452554.7293558,20833333.34,1682944.25701916,5987513.03830173,2280957.35129151,1749327.39967574,83986630.1156439,1547555.7756,477003.0622,1547555775.6,477003062.2,2024558837.8,1940572207.68436
"1288",Brown,Minnesota,"27015",1599.93260037436,0,0,0,0,0,1682944.25701916,1821624.95013049,693952.362978853,1413234.77684518,5611756.34697369,1337088.60717,392843.8378,1337088607.17,392843837.8,1729932444.97,1724320688.62303
"1441",Walthall,Mississippi,"28147",1047.12114846636,0,0,0,0,0,3128197.22638878,1494937.67758824,569500.068493334,2115085.74443574,7307720.7169061,809515.350652,0,809515350.652,0,809515350.652,802207629.935094
"1291",Cass,Minnesota,"27021",6252.47032845361,0,0,0,0,0,1682944.25701916,5341121.28245792,2034712.87251133,4602367.12875111,13661145.5407395,2218710.17826,9080.720739,2218710178.26,9080720.739,2227790898.999,2214129753.45826
"1292",Chippewa,Minnesota,"27023",1522.18924897816,0,0,0,0,20833333.34,1682944.25701916,1314644.81160467,500817.071826776,1866537.50746135,26198276.987912,1305949.79391,430971.89,1305949793.91,430971890,1736921683.91,1710723406.92209
"1293",Chisago,Minnesota,"27025",1146.31139268201,0,0,0,0,0,1682944.25701916,4887311.11714769,1861832.8092808,843785.831175211,9275874.01462286,671723.29322,44178.08922,671723293.22,44178089.22,715901382.44,706625508.425377
"1294",Clay,Minnesota,"27027",2726.90868703798,0,0,0,0,0,1682944.25701916,4302550.10969448,1639066.71087455,87353.5315654028,7711914.6091536,2224212.8913,718842.1817,2224212891.3,718842181.7,2943055073,2935343158.39085
"1304",Freeborn,Minnesota,"27047",1871.97043179157,0,0,0,0,20833333.34,1682944.25701916,2533242.86422909,965044.902083254,1653528.22663575,27668093.5899673,1575820.66422,588930.6865,1575820664.22,588930686.5,2164751350.72,2137083257.13003
"1295",Clearwater,Minnesota,"27029",2669.4556575902,0,0,0,0,0,1682944.25701916,1297586.38656661,494318.624183638,85513.0867257021,3560362.35449511,1340119.86283,187243.7527,1340119862.83,187243752.7,1527363615.53,1523803253.1755
"1313",Kanabec,Minnesota,"27065",1382.01000405505,0,0,0,0,0,1682944.25701916,1917003.6699928,730287.113456224,1017280.70348816,5347515.74395634,860386.534565,2232.828783,860386534.565,2232828.783,862619363.348,857271847.604044
"1323",McLeod,Minnesota,"27085",1309.55237568795,0,0,0,0,0,1682944.25701916,3184798.87892653,1213256.71757249,963945.527228879,7044945.38074706,1128787.65065,328301.1004,1128787650.65,328301100.4,1457088751.05,1450043805.66925
"1296",Cook,Minnesota,"27031",3948.75158153393,0,0,0,0,0,1682944.25701916,391673.497399996,149208.95161073,2906627.86447009,5130454.57049998,246049.821739,10290.372,246049821.739,10290372,256340193.739,251209739.1685
"1297",Cottonwood,Minnesota,"27033",1679.61534755679,0,0,0,0,10416666.67,1682944.25701916,1678417.94590733,639397.313670452,1483619.26017056,15901045.4467675,1502680.70935,597830.7609,1502680709.35,597830760.9,2100511470.25,2084610424.80323
"1298",Crow Wing,Minnesota,"27035",2994.49407777796,0,0,0,0,0,1682944.25701916,9582852.23102322,3650610.37911199,2204210.5578794,17120617.4250338,990691.680652,13027.26261,990691680.652,13027262.61,1003718943.262,986598325.836966
"1299",Dakota,Minnesota,"27037",1519.01775424983,114277615.30675,0,0,0,166666666.72,1682944.25701916,31567840.5655729,12025844.0427321,1118130.43691449,327339041.328989,800530.414674,165653.1044,800530414.674,165653104.4,966183519.074,638844477.745011
"1300",Dodge,Minnesota,"27039",1138.30415855952,0,0,0,0,20833333.34,1682944.25701916,1082500.23650102,412381.043085318,837891.803825757,24849050.6804313,994209.063261,324477.7413,994209063.261,324477741.3,1318686804.561,1293837753.88057
"1301",Douglas,Minnesota,"27041",1865.51557902476,0,0,0,0,0,1682944.25701916,3977271.60087203,1515151.08828308,1373183.25846419,8548550.20463846,1209798.28626,453419.152,1209798286.26,453419152,1663217438.26,1654668888.05536
"1302",Faribault,Minnesota,"27043",1868.58561280884,0,0,0,0,20833333.34,1682944.25701916,1437219.87588595,547512.334479051,1650538.38575208,26151548.1931362,1668736.94522,544307.2941,1668736945.22,544307294.1,2213044239.32,2186892691.12686
"1303",Fillmore,Minnesota,"27045",2231.46768239178,0,0,0,0,20833333.34,1682944.25701916,2373272.15923786,904103.681044259,1971075.36368988,27764728.8009912,542462.216522,539020.7961,542462216.522,539020796.1,1081483012.622,1053718283.82101
"1314",Kandiyohi,Minnesota,"27067",2233.18247247365,0,0,0,0,31250000.01,1682944.25701916,5378568.70347953,2048978.5567311,1643818.37320255,42004309.9004323,1698188.89213,563556.1754,1698188892.13,563556175.4,2261745067.53,2219740757.62957
"1305",Goodhue,Minnesota,"27049",2023.6809558331,0,0,0,0,0,1682944.25701916,8269759.53965552,3150384.59118589,1489606.86271811,14592695.2505787,1075550.81804,431418.812,1075550818.04,431418812,1506969630.04,1492376934.78942
"1306",Grant,Minnesota,"27051",1489.00743423068,0,0,0,0,0,1682944.25701916,858437.456916929,327023.793593949,1096040.20647375,3964445.71400379,1170067.94565,442316.8424,1170067945.65,442316842.4,1612384788.05,1608420342.336
"1335",Olmsted,Minnesota,"27109",1696.40607017393,0,0,0,0,0,1682944.25701916,9936378.11951518,3785286.90826012,1248703.81213202,16653313.0969265,916647.208413,353768.8485,916647208.413,353768848.5,1270416056.913,1253762743.81607
"1307",Hennepin,Minnesota,"27053",1568.56788492653,0,1999999999.84887,0,205810216.732423,0,1682944.25701916,54659411.9773365,20822633.1649608,1154603.68359492,2284129809.6642,265810.761863,36015.00704,265810761.863,36015007.04,301825768.903,-1982304040.7612
"1308",Houston,Minnesota,"27055",1473.31765086687,0,0,0,0,0,1682944.25701916,2281923.56873196,869304.217943022,1301394.6594111,6135566.70310525,144801.462522,100760.4051,144801462.522,100760405.1,245561867.622,239426300.918895
"1309",Hubbard,Minnesota,"27057",2589.33490716267,0,0,0,0,0,1682944.25701916,3278098.17734274,1248799.3074978,1905977.83532395,8115819.57718364,1338897.0963,3322.534696,1338897096.3,3322534.696,1342219630.996,1334103811.41882
"1310",Isanti,Minnesota,"27059",1168.64075249381,0,0,0,0,0,1682944.25701916,4286109.86245584,1632803.75953631,860222.200514898,8462080.07952621,792557.825326,17884.32078,792557825.326,17884320.78,810442146.106,801980066.026474
"1311",Itasca,Minnesota,"27061",7581.78525473423,0,0,0,0,0,1682944.25701916,5207556.45083811,1983831.03181915,5580859.6283685,14455191.3680449,1656443.01848,1150.24513,1656443018.48,1150245.13,1657593263.61,1643138072.24196
"1315",Kittson,Minnesota,"27069",2808.29885643341,0,0,0,0,0,1682944.25701916,892440.227360983,339977.22997271,89960.77645233,3005322.49080519,2228442.56304,746628.3876,2228442563.04,746628387.6,2975070950.64,2972065628.14919
"1316",Koochiching,Minnesota,"27071",8107.87556802616,0,0,0,0,0,1682944.25701916,1621116.23270462,617568.089561004,259726.908981777,4181355.48826656,651746.708478,32298.15809,651746708.478,32298158.09,684044866.568,679863511.079733
"1317",Lac qui Parle,Minnesota,"27073",2014.04077359816,0,0,0,0,0,1682944.25701916,1182117.14778947,450330.342679794,2469655.23373723,5785046.98122566,1646224.48043,533445.8463,1646224480.43,533445846.3,2179670326.73,2173885279.74877
"1318",Lake,Minnesota,"27075",5756.09625926251,0,0,0,0,0,1682944.25701916,769662.580464222,293204.792990614,4236992.2321741,6982803.8626481,1061646.54717,2266.497652,1061646547.17,2266497.652,1063913044.822,1056930240.95935
"1319",Lake of the Woods,Minnesota,"27077",4345.2650737047,0,0,0,0,0,1682944.25701916,566812.081067586,215928.412154015,139195.804971455,2604880.55521222,272088.431087,125795.152,272088431.087,125795152,397883583.087,395278702.531788
"1330",Mower,Minnesota,"27099",1842.29696187805,0,0,0,0,0,1682944.25701916,2217666.8419756,844825.464856844,1627317.38524053,6372753.94909213,1686622.27519,502858.3259,1686622275.19,502858325.9,2189480601.09,2183107847.14091
"1320",Le Sueur,Minnesota,"27079",1226.55549090674,0,0,0,0,0,1682944.25701916,2897727.77629529,1103896.29736106,902852.532901906,6587420.86357742,881633.598002,251530.4124,881633598.002,251530412.4,1133164010.402,1126576589.53842
"1325",Marshall,Minnesota,"27089",4699.55527252249,0,0,0,0,0,1682944.25701916,1490981.39014634,567992.911370386,150545.103249338,3892463.66178523,3410947.48261,1152141.594,3410947482.61,1152141594,4563089076.61,4559196612.94821
"1326",Martin,Minnesota,"27091",1889.11512372924,0,0,0,0,83333333.36,1682944.25701916,2232831.13972619,850602.340198931,1668672.28637861,89768383.3833229,1673824.81148,580113.0039,1673824811.48,580113003.9,2253937815.38,2164169431.99668
"1327",Meeker,Minnesota,"27093",1670.28961283761,0,0,0,0,0,1682944.25701916,2388990.26688294,910091.531584554,1229479.80650705,6211505.8619937,1331063.36414,466630.6222,1331063364.14,466630622.2,1797693986.34,1791482480.47801
"1328",Mille Lacs,Minnesota,"27095",1766.06261178422,0,0,0,0,0,1682944.25701916,5204056.4430193,1982497.69550525,1299977.14260282,10169475.5381465,886614.943696,84152.26396,886614943.696,84152263.96,970767207.656,960597732.117854
"1329",Morrison,Minnesota,"27097",2988.0230825825,0,0,0,0,0,1682944.25701916,2981521.60625167,1135817.75643918,2199447.33726205,7999730.95697206,1894348.1063,292407.01,1894348106.3,292407010,2186755116.3,2178755385.34303
"1331",Murray,Minnesota,"27101",1864.3835838566,0,0,0,0,0,1682944.25701916,1136266.96960607,432863.608107952,2286142.73152937,5538217.56626255,1668232.97283,690580.7267,1668232972.83,690580726.7,2358813699.53,2353275481.96374
"1332",Nicollet,Minnesota,"27103",1214.39205023553,0,0,0,0,0,1682944.25701916,3386418.24824307,1290064.09647312,1072683.36035881,7432109.96209417,920067.112609,275134.0704,920067112.609,275134070.4,1195201183.009,1187769073.04691
"1336",Otter Tail,Minnesota,"27111",5761.96659493283,0,0,0,0,20833333.34,1682944.25701916,5517776.10711949,2102009.94867222,4241313.31464303,34377376.9674539,3419495.49565,1090843.37,3419495495.65,1090843370,4510338865.65,4475961488.68255
"1337",Pennington,Minnesota,"27113",1600.12370115741,0,0,0,0,0,1682944.25701916,1644901.55374194,626629.164255263,51258.2093056554,4005733.18432202,1294727.99391,418498.2213,1294727993.91,418498221.3,1713226215.21,1709220482.02568
"1338",Pine,Minnesota,"27115",3715.90392902959,0,0,0,0,0,1682944.25701916,2570483.28627442,979231.729550039,2735231.54819874,7967890.82104237,1569170.20282,14664.08765,1569170202.82,14664087.65,1583834290.47,1575866399.64896
"1339",Pipestone,Minnesota,"27117",1206.47606521364,0,0,0,0,0,1682944.25701916,1332943.54583909,507788.018212083,1479403.97627126,5003079.79734159,1137443.12674,400904.2946,1137443126.74,400904294.6,1538347421.34,1533344341.54266
"1340",Polk,Minnesota,"27119",5171.00935368163,0,0,0,0,0,1682944.25701916,4827878.09547071,1839191.65813235,165647.618106521,8515661.62872874,4113138.32609,1362002.734,4113138326.09,1362002734,5475141060.09,5466625398.46127
"1342",Ramsey,Minnesota,"27123",441.543777636457,0,0,0,0,0,1682944.25701916,23582718.3820647,8983892.73023864,325014.987892189,34574570.3572147,5345.60169087,0,5345601.69087,0,5345601.69087,-29228968.6663447
"1343",Red Lake,Minnesota,"27125",1119.71876302685,0,0,0,0,0,1682944.25701916,655125.296854741,249571.542027355,35868.9635539958,2623510.05945526,878855.286304,316814.9978,878855286.304,316814997.8,1195670284.104,1193046774.04454
"1344",Redwood,Minnesota,"27127",2283.53934882988,0,0,0,0,20833333.34,1682944.25701916,2232648.12742927,850532.621228574,2800119.52995734,28399577.8756344,2071773.51978,700166.157,2071773519.78,700166157,2771939676.78,2743540098.90437
"1405",Lauderdale,Mississippi,"28075",1852.64448323611,0,0,0,0,0,3128197.22638878,7725138.91526453,2942910.0673021,3742166.74139313,17538412.9503485,758272.078191,0,758272078.191,0,758272078.191,740733665.240651
"1377",Choctaw,Mississippi,"28019",1087.67564144656,0,0,0,0,0,3128197.22638878,999436.387743899,380737.672083513,6557736.84258022,11066108.1287964,562337.820652,0,562337820.652,0,562337820.652,551271712.523204
"1352",Sibley,Minnesota,"27143",1557.46870066962,0,0,0,0,31250000.01,1682944.25701916,2239046.23071474,852969.993912348,1146433.70947325,37171394.2011195,1345678.18957,436415.4017,1345678189.57,436415401.7,1782093591.27,1744922197.06888
"1345",Renville,Minnesota,"27129",2556.3366991062,0,0,0,0,0,1682944.25701916,2832934.65900902,1079213.20502509,3134628.84709293,8729720.9681462,2293974.36522,681238.1011,2293974365.22,681238101.1,2975212466.32,2966482745.35185
"1346",Rice,Minnesota,"27131",1336.62415765004,0,0,0,0,0,1682944.25701916,4649897.84157515,1771389.65654824,983872.73565593,9088104.49079848,863055.135874,257555.5213,863055135.874,257555521.3,1120610657.174,1111522552.6832
"1347",Rock,Minnesota,"27133",1250.48419187703,0,0,0,0,10416666.67,1682944.25701916,1029275.38853439,392104.910496671,1533367.58106315,15054358.8071134,1159590.65848,432182.9983,1159590658.48,432182998.3,1591773656.78,1576719297.97289
"1348",Roseau,Minnesota,"27135",4288.93932310768,0,0,0,0,0,1682944.25701916,1794372.64636519,683570.532957698,137391.471274434,4298278.90761648,2347797.53261,725339.7878,2347797532.61,725339787.8,3073137320.41,3068839041.50238
"1349",St. Louis,Minnesota,"27137",17260.861168905,0,1999999999.84887,0,154357664.188067,0,1682944.25701916,21799029.3844376,8304392.15871097,12705509.3242405,2198849539.16135,3094053.2153,7610.459478,3094053215.3,7610459.478,3101663674.778,902814135.616655
"1350",Scott,Minnesota,"27139",951.934579191763,0,0,0,0,0,1682944.25701916,15622886.6900507,5951575.89070953,700707.43015861,23958114.267938,494651.035843,123587.413,494651035.843,123587413,618238448.843,594280334.575062
"1351",Sherburne,Minnesota,"27141",1166.87158349731,0,0,0,0,0,1682944.25701916,6261060.6373876,2385165.96062091,858919.9368004,11188090.7918281,688011.03573,29696.42857,688011035.73,29696428.57,717707464.3,706519373.508172
"1379",Clarke,Mississippi,"28023",1794.79013895074,0,0,0,0,0,3128197.22638878,2088655.98036847,795678.469886341,3625306.43441635,9637838.11105994,1133790.67,0,1133790670,0,1133790670,1124152831.88894
"1353",Stearns,Minnesota,"27145",3601.24679681833,0,0,0,0,0,1682944.25701916,12687706.0785708,4833411.84659042,2650833.83199295,21854896.0141734,2669804.9057,809099.3563,2669804905.7,809099356.3,3478904262,3457049365.98583
"1355",Stevens,Minnesota,"27149",1490.13320656972,0,0,0,0,10416666.67,1682944.25701916,875801.640667613,333638.720746831,1096868.87375812,14405920.1621917,1241498.89957,442352.6154,1241498899.57,442352615.4,1683851514.97,1669445594.80781
"1357",Todd,Minnesota,"27153",2534.67413908596,0,0,0,0,0,1682944.25701916,2256092.93178197,859463.975280881,1865742.71080306,6664243.87488508,1710042.76326,474229.1033,1710042763.26,474229103.3,2184271866.56,2177607622.68511
"1358",Traverse,Minnesota,"27155",1517.51319873005,0,0,0,0,0,1682944.25701916,469470.423685282,178845.875953636,1117022.95195193,3448283.50861001,1337538.3013,454904.3052,1337538301.3,454904305.2,1792442606.5,1788994322.99139
"1359",Wabasha,Minnesota,"27157",1423.02268009679,0,0,0,0,0,1682944.25701916,2189096.85321413,833941.659598313,1047469.63396859,5753452.40380019,203617.23912,216505.2377,203617239.12,216505237.7,420122476.82,414369024.4162
"1374",Calhoun,Mississippi,"28013",1522.77644692668,0,0,0,0,0,3128197.22638878,1455486.75748827,554471.146528303,9181015.76288273,14319170.8932881,964270.554565,0,964270554.565,0,964270554.565,949951383.671712
"1360",Wadena,Minnesota,"27159",1405.9272169926,0,0,0,0,0,1682944.25701916,1194030.69624979,454868.837338042,1034885.87214193,4366729.66274892,799988.714348,46564.04661,799988714.348,46564046.61,846552760.958,842186031.295251
"1362",Washington,Minnesota,"27163",1095.66612737541,38823943.1699,0,0,0,20833333.34,1682944.25701916,18333790.2163154,6984301.04509672,806506.469254333,87464818.4975856,429112.144043,30893.77774,429112144.043,30893777.74,460005921.783,372541103.285414
"1363",Watonwan,Minnesota,"27165",1139.31968757535,0,0,0,0,0,1682944.25701916,2006664.84204847,764443.750480233,1006371.2709205,5460424.12046836,1031499.93652,299543.5152,1031499936.52,299543515.2,1331043451.72,1325583027.59953
"1396",Itawamba,Mississippi,"28057",1398.6956878277,0,0,0,0,0,3128197.22638878,3876019.55041047,1476578.8785265,8432916.84957385,16913712.5048996,496136.247609,0,496136247.609,0,496136247.609,479222535.1041
"1364",Wilkin,Minnesota,"27167",1943.75364803684,0,0,0,0,0,1682944.25701916,1148613.67506612,437567.114956821,1430773.34656098,4699898.39360309,1736060.71348,561083.4559,1736060713.48,561083455.9,2297144169.38,2292444270.9864
"1365",Winona,Minnesota,"27169",1661.28272780392,0,0,0,0,0,1682944.25701916,4115633.76883737,1567860.48568102,1222849.94831758,8589288.45985514,354742.460435,194077.562,354742460.435,194077562,548820022.435,540230733.975145
"1366",Wright,Minnesota,"27171",1849.44160807498,0,0,0,0,0,1682944.25701916,10202217.2486736,3886558.95761281,1361351.40455022,17133071.8678558,1150780.53086,274052.9437,1150780530.86,274052943.7,1424833474.56,1407700402.69214
"1367",Yellow Medicine,Minnesota,"27173",1978.28998705465,0,0,0,0,0,1682944.25701916,1559836.41519446,594223.397141721,2425816.93698831,6262821.00634365,1745458.39326,606137.907,1745458393.26,606137907,2351596300.26,2345333479.25366
"1375",Carroll,Mississippi,"28015",1642.25162461396,0,0,0,0,0,3128197.22638878,1519645.77468982,578912.676926877,3317193.05362593,8543948.73163141,1021936.08391,0,1021936083.91,0,1021936083.91,1013392135.17837
"1368",Adams,Mississippi,"28001",1259.97826176083,0,0,0,0,0,3128197.22638878,3655871.57639894,1392712.98354117,2545036.99371598,10721818.7800449,491428.546263,0,491428546.263,0,491428546.263,480706727.482955
"1369",Alcorn,Mississippi,"28003",1039.64022900378,0,0,0,0,0,3128197.22638878,4351395.16962189,1657674.35277913,6268125.14041356,15405391.8892034,514194.316007,0,514194316.007,0,514194316.007,498788924.117797
"1370",Amite,Mississippi,"28005",1894.55785267216,0,0,0,0,0,3128197.22638878,1642838.60327039,625843.278360181,3826827.78593923,9223706.89395859,1245687.1163,0,1245687116.3,0,1245687116.3,1236463409.40604
"1371",Attala,Mississippi,"28007",1908.23425835866,0,0,0,0,0,3128197.22638878,2137491.38893358,814282.435081466,3854452.83271152,9934423.88311535,1128979.20891,0,1128979208.91,0,1128979208.91,1119044785.02688
"1372",Benton,Mississippi,"28009",1058.01727217966,0,0,0,0,0,3128197.22638878,2138994.32578928,814854.982455912,6378922.70588251,12460969.2405165,274043.531957,0,274043531.957,0,274043531.957,261582562.716484
"1373",Bolivar,Mississippi,"28011",2346.24308509002,0,0,0,0,0,3128197.22638878,3844017.20241519,1464387.50784364,4739189.26145559,13175791.1981032,2034860.11112,0,2034860111.12,0,2034860111.12,2021684319.9219
"1376",Chickasaw,Mississippi,"28017",1305.64955284925,0,0,0,0,0,3128197.22638878,2421820.51132893,922598.291391967,7871929.69112619,14344545.7202359,898379.155217,0,898379155.217,0,898379155.217,884034609.496764
"1378",Claiborne,Mississippi,"28021",1292.80569584039,0,0,0,0,0,3128197.22638878,1268676.81137557,483305.452666031,2611345.30765824,7491524.79808862,728251.87,0,728251870,0,728251870,720760345.201911
"1380",Clay,Mississippi,"28025",1075.77784722556,0,0,0,0,0,3128197.22638878,2188313.37558857,833643.191930993,6486003.50542031,12636157.2993287,696280.565217,0,696280565.217,0,696280565.217,683644407.917671
"1381",Coahoma,Mississippi,"28027",1508.80041353325,0,0,0,0,0,3128197.22638878,3141025.47789927,1196581.13620415,3047634.22125212,10513438.0617443,1140902.11694,0,1140902116.94,0,1140902116.94,1130388678.87826
